enhancer_id	class	activity_note	start_mm10	end_mm10	Mean rank percentile	HOXA13	HOXD13	GLI3	H3K4me1	H3K27ac	H3K4me3	HAND2	p300	PITX1
mm2164	limb	curated_validated_limb_enhancer	15221300	15226920	0.41049382716049376	0.4444444444444444	0.6296296296296297	0.08333333333333333	0.35185185185185186	0.3148148148148148	0.35185185185185186	0.5925925925925926	0.7407407407407407	0.18518518518518517
mm1916	non_limb	Branchial arch, Nose, Midbrain, Heart	15570848	15575700	0.389917695473251	0.3888888888888889	0.12962962962962962	0.37962962962962965	0.48148148148148145	0.6111111111111112	0.5925925925925926	0.14814814814814814	0.24074074074074073	0.5370370370370371
CNE21	limb	curated_validated_limb_enhancer	15658220	15658910	0.38786008230452673	0.25925925925925924	0.8518518518518519	0.7407407407407407	0.5370370370370371	0.1111111111111111	0.23148148148148148	0.24074074074074073	0.07407407407407407	0.4444444444444444
mm1889	limb	curated_validated_limb_enhancer	15446547	15451946	0.3569958847736625	0.35185185185185186	0.16666666666666666	0.21296296296296297	0.4444444444444444	0.4444444444444444	0.5	0.3888888888888889	0.3888888888888889	0.3148148148148148
mm1874	non_limb	Somite	15224458	15230035	0.3528806584362141	0.37037037037037035	0.2777777777777778	0.17592592592592593	0.24074074074074073	0.6296296296296297	0.2962962962962963	0.6296296296296297	0.3333333333333333	0.2222222222222222
mm1873	non_limb	Genital tubercle	15219891	15224925	0.3487654320987654	0.42592592592592593	0.5925925925925926	0.17592592592592593	0.2777777777777778	0.25925925925925924	0.32407407407407407	0.4444444444444444	0.4722222222222222	0.16666666666666666
mm1947	non_limb	Hindbrain, Other	15008719	15013622	0.3405349794238683	0.1111111111111111	0.14814814814814814	0.5555555555555556	0.25925925925925924	0.12962962962962962	0.3888888888888889	0.7777777777777778	0.21296296296296297	0.48148148148148145
mm2045	non_limb	Branchial arch, Forebrain	14875948	14881117	0.32201646090534974	0.05555555555555555	0.18518518518518517	0.4444444444444444	0.18518518518518517	0.16666666666666666	0.4722222222222222	0.46296296296296297	0.7962962962962963	0.12962962962962962
mm1892	non_limb	Ear	15377985	15382881	0.3137860082304527	0.2037037037037037	0.46296296296296297	0.05555555555555555	0.2037037037037037	0.3148148148148148	0.26851851851851855	0.4074074074074074	0.6666666666666666	0.24074074074074073
mm2176	limb	curated_validated_limb_enhancer	14840677	14846134	0.3055555555555555	0.24074074074074073	0.5740740740740741	0.28703703703703703	0.12962962962962962	0.24074074074074073	0.16666666666666666	0.8888888888888888	0.16666666666666666	0.05555555555555555
mm1879	non_limb	Forebrain, Midbrain, Hindbrain, Neural tube	15278042	15283252	0.2777777777777778	0.3148148148148148	0.3148148148148148	0.5185185185185185	0.1111111111111111	0.2037037037037037	0.2037037037037037	0.25925925925925924	0.3148148148148148	0.25925925925925924
mm1859	limb	curated_validated_limb_enhancer	15171260	15176448	0.2561728395061728	0.18518518518518517	0.25925925925925924	0.5185185185185185	0.09259259259259259	0.2222222222222222	0.32407407407407407	0.3333333333333333	0.2777777777777778	0.09259259259259259
mm2309	non_limb	Forebrain, Midbrain, Hindbrain	14800504	14801224	0.25411522633744854	0.2962962962962963	0.42592592592592593	0.018518518518518517	0.3333333333333333	0.3888888888888889	0.4166666666666667	0.05555555555555555	0.07407407407407407	0.2777777777777778
mm2175	non_limb	Tail	14753428	14758692	0.20987654320987653	0.07407407407407407	0.07407407407407407	0.12962962962962962	0.14814814814814814	0.14814814814814814	0.16666666666666666	0.8703703703703703	0.07407407407407407	0.2037037037037037
mm2080	limb	curated_validated_limb_enhancer	14718760	14724010	0.19753086419753085	0.12962962962962962	0.05555555555555555	0.37962962962962965	0.16666666666666666	0.05555555555555555	0.23148148148148148	0.5	0.18518518518518517	0.07407407407407407
mm2059	non_limb	Midbrain, Neural tube	14787659	14793048	0.1851851851851852	0.14814814814814814	0.1111111111111111	0.37962962962962965	0.07407407407407407	0.09259259259259259	0.10185185185185185	0.5370370370370371	0.07407407407407407	0.14814814814814814
mm2308	non_limb	Midbrain, Neural tube	14789978	14790458	0.18415637860082304	0.16666666666666666	0.48148148148148145	0.037037037037037035	0.2222222222222222	0.2777777777777778	0.046296296296296294	0.05555555555555555	0.07407407407407407	0.2962962962962963
mm2169	non_limb	Heart, Genital tubercle	15287839	15293149	0.16563786008230452	0.09259259259259259	0.2222222222222222	0.24074074074074073	0.05555555555555555	0.07407407407407407	0.12962962962962962	0.35185185185185186	0.21296296296296297	0.1111111111111111
mm1887	limb	curated_validated_limb_enhancer	15433884	15439151	0.10185185185185186	0.037037037037037035	0.037037037037037035	0.3333333333333333	0.037037037037037035	0.037037037037037035	0.046296296296296294	0.2777777777777778	0.07407407407407407	0.037037037037037035
mm1179	limb	curated_validated_limb_enhancer	15434539	15436055	0.06790123456790122	0.018518518518518517	0.018518518518518517	0.21296296296296297	0.018518518518518517	0.018518518518518517	0.046296296296296294	0.18518518518518517	0.07407407407407407	0.018518518518518517
